k__Bacteria|p__Pseudomonadota	2.116833281439272	2.026978094862122	2.5943349433976537	2.5664278399464777	2.286948282143689	1.8367936725706704	1.676516134100538	2.6992643793212765	2.598677072230076	2.5927180453608005	2.6891089397708807	2.4932266364693625	2.5206494913394977	2.5257442228082607	2.455613188918034	2.19224355890378	2.225143612556821	2.7683838677612105
k__Bacteria|p__Actinomycetota	0.7182391600921358	0.6134477469765177	0.6701404574410865	0.7828108146039156	0.5107908668076308	0.4955162790773257	0.4823259868014689	0.7935851070223471	0.809440041252762	0.6603185124933614	0.8907618581342381	0.7632138006538831	0.9042179710008847	0.5467712642644819	0.7943243821876065	0.8738168068668636	0.7307995717122869	0.6847601715156721
k__Archaea|p__Nitrososphaerota	0.6622251603278491	0.6840087171293596	0.5041691844135543	0.106434357519769	0.6977191432808522	1.0307031968707228	0.725148372900344	0.4696700946039797	0.3983992779460903	0.2747831166983174	0.0973861735499496	0.5365385373586751	0.0942861122699959	0.6628761188760576	0.5294062991428802	0.0393714310794434	0.409547699216978	0.4161405673777833
k__Bacteria|p__Thermodesulfobacteriota	0.5759869270220886	0.623929158552654	0.5276444390610818	0.3779024340655748	0.5543244375271019	0.6020331811600822	0.5263670740451849	0.4672601994220143	0.4370125406505921	0.3730307052483204	0.4692259440930182	0.4989463585067334	0.3183290918599001	0.4468443120070137	0.5163932354358064	0.2737989774823208	0.2650855515609435	0.4425990107993098
k__Bacteria|p__Acidobacteriota	0.4322683861734868	0.4200821581251002	0.1956859042508488	0.4839534234969516	0.2998292599152931	0.2876025972516345	0.2539042795739192	0.382124514082691	0.3574853238361226	0.3320379785696619	0.5761960960339919	0.2997936083024595	0.4891389999857157	0.4150770539668675	0.3880612652759297	0.4785635369719253	0.2924684029940675	0.3524249621544305
k__Bacteria|p__Verrucomicrobiota	0.2336448178300932	0.1833457289901464	0.2106001210206071	0.2848489639253305	0.1906024653063225	0.163159280866089	0.1140065712419845	0.1598195272845758	0.2268762851634052	0.1968991556713462	0.2923232129146466	0.1720747255328368	0.195692766529583	0.1548804769333632	0.2972781479937695	0.2226944142808899	0.1809309534171972	0.2787834821735256
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	1.5985039079552346	1.6184360951462708	2.2658036452835577	1.9857759435677775	1.8691505212009296	1.4115610162068992	1.254968782803156	2.27419701718103	2.102083241745049	2.204864878004253	1.9785199141341383	2.068873733143168	1.970924929498005	2.1449878066506813	1.9904378779101648	1.8034073886587911	1.8878114155172363	2.239627670295177
k__Bacteria|p__Actinomycetota|c__Actinomycetes	0.5983203963383089	0.4292330808821525	0.3763456704457592	0.6392984274205719	0.3993631944597969	0.3803399096719423	0.3895761207476919	0.5097862088213132	0.5140873933530418	0.5336019769087507	0.7938222734250276	0.4776690984772938	0.5954170272806956	0.4452450624178507	0.55762559476764	0.6086043543764882	0.4649769620218123	0.4455886486500142
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB77407	0.5684852509307051	0.6118345918705193	0.5182613910646451	0.3578951518264954	0.5425447654500686	0.5939820803266068	0.5246481541064208	0.4543377030009277	0.4194581154863168	0.3525063741617444	0.4536822275185083	0.4821492746712364	0.3045870622183017	0.4366479073731348	0.5017498652210484	0.2602664407372415	0.2562769802360184	0.4177521613002832
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria	0.5236586013346664	0.5542753605573333	0.2854806343076613	0.0161532537123483	0.3887905286339344	0.9022141546491566	0.5959769064026493	0.3055696293189544	0.264264090363043	0.0549473007572479	0.0081729799383262	0.3558663947246882	0.0200708422429272	0.2046996688021951	0.3165509311881848	0.0064624834066325	0.1611121869911365	0.2383595407880336
k__Bacteria|p__Acidobacteriota|c__CFGB72794	0.270910077443314	0.4029428403030724	0.1900371711012875	0.2128895251287752	0.2890484582223236	0.2677397861134769	0.2499735919391026	0.348648435505189	0.311957428028693	0.2779226073098777	0.2459441534982762	0.2754626365240508	0.1169567856183244	0.3900486077359918	0.3327234920471808	0.145974195764456	0.206380843952875	0.2999222307038038
k__Bacteria|p__Verrucomicrobiota|c__CFGB2153	0.2123402283416823	0.1727100116631825	0.1778654961004471	0.2844105647120666	0.1759257055594042	0.1354981159052553	0.0850151042800728	0.1420503476828966	0.2215894769683968	0.1722080741775157	0.2920221190808449	0.1514236600257142	0.195692766529583	0.1269606406902135	0.2886813071700227	0.2226944142808899	0.1796000963438749	0.2717136467529921
k__Bacteria|p__Pseudomonadota|c__CFGB80813	0.1761493448545066	0.1401191805149063	0.1007597242999294	0.3585559877713837	0.1261603288450887	0.0996776566536919	0.1113269005370951	0.1352300305684068	0.1274519278127288	0.0993552001274693	0.4017415204237455	0.1251287361963522	0.4017172819620497	0.08992926531927	0.1823995687492748	0.1813465410410225	0.1271892422959765	0.2044923175686594
k__Bacteria|p__Pseudomonadota|c__CFGB52626	0.1603133156300716	0.095394182093575	0.0744332983998386	0.1520403617527515	0.1132245483708495	0.1418070360274499	0.1951669559847982	0.094265796595982	0.1936034474387126	0.081405677517569	0.1964207853208635	0.0874426043201178	0.0374368373716295	0.071313505684179	0.0785769880518504	0.0931675372560649	0.0819467457072863	0.1533626819531377
k__Bacteria|p__Acidobacteriota|c__CFGB3272	0.157920494694738	0.0171393178220278	0.0	0.2702791267807199	0.0040032071033751	0.0097715541701435	0.0023217513596806	0.0285581792342682	0.0430199827742195	0.0333934902124978	0.3298311184357883	0.0175005392204305	0.3546714797830493	0.0	0.0489794284164696	0.3325893412074693	0.0746093839333068	0.0477753233033858
