Summary
[Data Information]
Data is:,Measurement Data
Dataset Name:,RawData
Sample Name:,MD_P_amostra_R1_0-10_23_09_2025_pt
Sample ID
Option
Analyst
Date/Time:,09/23/2025 07:12:00 PM
Comments
Parameter File Name:,Esfera de Integração.vspm
Report File Name
[Software Information]
Software Name:,LabSolutions UV-Vis
Version:,1.11
[Instrument Information]
Instrument Name:,UV-2600i
Instrument Type:,UV-2600 Series
Model (S/N):,UV-2600i (A12595900700)

Parameter
[Measurement]
Start:,1300 nm
End:,200 nm
Data Interval:,1.0
Scan Speed:,High speed
Spectrum Type:,Absorbance
[Accessories]
Accessories:,None
[Advanced]
Slit Width:,5.0
Detector Unit:,External (2 Detector)
Light Source Switch Wavelength:,323
Detector Switch Wavelength:,830
S/R Switch:,Standard
Stair Correction:,ON
[Repeat]
Repeat Measurement:,OFF
[Post-processing]
Spectrum Transformation:,OFF
Data Processing Table:,OFF
Print:,OFF

Wavelength (nm),Absorbance
200.0,0.283
201.0,0.450
202.0,0.508
203.0,0.492
204.0,0.396
205.0,0.437
206.0,0.452
207.0,0.490
208.0,0.402
209.0,0.481
210.0,0.508
211.0,0.472
212.0,0.376
213.0,0.256
214.0,0.358
215.0,0.412
216.0,0.468
217.0,0.409
218.0,0.361
219.0,0.475
220.0,0.515
221.0,0.507
222.0,0.373
223.0,0.340
224.0,0.320
225.0,0.390
226.0,0.374
227.0,0.310
228.0,0.280
229.0,0.577
230.0,0.731
231.0,0.727
232.0,0.435
233.0,0.241
234.0,0.236
235.0,0.271
236.0,0.403
237.0,0.377
238.0,0.640
239.0,0.746
240.0,0.677
241.0,0.439
242.0,0.413
243.0,0.469
244.0,0.491
245.0,0.429
246.0,0.459
247.0,0.470
248.0,0.411
249.0,0.511
250.0,0.412
251.0,0.380
252.0,0.351
253.0,0.437
254.0,0.557
255.0,0.498
256.0,0.390
257.0,0.261
258.0,0.121
259.0,0.185
260.0,0.165
261.0,0.212
262.0,0.402
263.0,0.422
264.0,0.516
265.0,0.430
266.0,0.487
267.0,0.515
268.0,0.508
269.0,0.605
270.0,0.545
271.0,0.621
272.0,0.641
273.0,0.779
274.0,0.642
275.0,0.617
276.0,0.467
277.0,0.459
278.0,0.554
279.0,0.573
280.0,0.564
281.0,0.579
282.0,0.702
283.0,0.705
284.0,0.424
285.0,0.382
286.0,0.226
287.0,0.374
288.0,0.376
289.0,0.601
290.0,0.560
291.0,0.519
292.0,0.438
293.0,0.441
294.0,0.457
295.0,0.522
296.0,0.631
297.0,0.594
298.0,0.587
299.0,0.457
300.0,0.471
301.0,0.423
302.0,0.452
303.0,0.455
304.0,0.553
305.0,0.666
306.0,0.877
307.0,0.952
308.0,0.942
309.0,1.032
310.0,1.263
311.0,1.621
312.0,4.295
313.0,4.384
314.0,4.266
315.0,1.777
316.0,1.807
317.0,1.946
318.0,2.018
319.0,2.024
320.0,2.033
321.0,1.897
322.0,1.754
323.0,1.572
324.0,1.413
325.0,1.285
326.0,1.168
327.0,1.055
328.0,0.952
329.0,0.865
330.0,0.791
331.0,0.725
332.0,0.664
333.0,0.613
334.0,0.573
335.0,0.542
336.0,0.513
337.0,0.489
338.0,0.467
339.0,0.447
