Summary
[Data Information]
Data is:,Measurement Data
Dataset Name:,RawData
Sample Name:,MD_P_padrao_0,25_24_09_2025_pt
Sample ID
Option
Analyst
Date/Time:,09/24/2025 03:49:24 PM
Comments
Parameter File Name:,Esfera de Integração.vspm
Report File Name
[Software Information]
Software Name:,LabSolutions UV-Vis
Version:,1.11
[Instrument Information]
Instrument Name:,UV-2600i
Instrument Type:,UV-2600 Series
Model (S/N):,UV-2600i (A12595900700)

Parameter
[Measurement]
Start:,1100 nm
End:,400 nm
Data Interval:,1.0
Scan Speed:,High speed
Spectrum Type:,Absorbance
[Accessories]
Accessories:,None
[Advanced]
Slit Width:,5.0
Detector Unit:,External (2 Detector)
Light Source Switch Wavelength:,323
Detector Switch Wavelength:,830
S/R Switch:,Standard
Stair Correction:,ON
[Repeat]
Repeat Measurement:,OFF
[Post-processing]
Spectrum Transformation:,OFF
Data Processing Table:,OFF
Print:,OFF

Wavelength (nm),Absorbance
400.0,0.155
401.0,0.155
402.0,0.154
403.0,0.154
404.0,0.154
405.0,0.154
406.0,0.153
407.0,0.153
408.0,0.153
409.0,0.153
410.0,0.152
411.0,0.153
412.0,0.152
413.0,0.153
414.0,0.153
415.0,0.153
416.0,0.153
417.0,0.153
418.0,0.153
419.0,0.153
420.0,0.153
421.0,0.153
422.0,0.154
423.0,0.155
424.0,0.155
425.0,0.155
426.0,0.155
427.0,0.156
428.0,0.156
429.0,0.157
430.0,0.158
431.0,0.159
432.0,0.159
433.0,0.160
434.0,0.161
435.0,0.162
436.0,0.162
437.0,0.163
438.0,0.164
439.0,0.165
440.0,0.166
441.0,0.167
442.0,0.168
443.0,0.169
444.0,0.169
445.0,0.170
446.0,0.172
447.0,0.173
448.0,0.174
449.0,0.175
450.0,0.177
451.0,0.178
452.0,0.179
453.0,0.181
454.0,0.182
455.0,0.183
456.0,0.184
457.0,0.185
458.0,0.186
459.0,0.188
460.0,0.189
461.0,0.191
462.0,0.193
463.0,0.194
464.0,0.195
465.0,0.196
466.0,0.198
467.0,0.200
468.0,0.201
469.0,0.202
470.0,0.204
471.0,0.205
472.0,0.207
473.0,0.208
474.0,0.210
475.0,0.211
476.0,0.213
477.0,0.215
478.0,0.216
479.0,0.218
480.0,0.219
481.0,0.221
482.0,0.222
483.0,0.224
484.0,0.226
485.0,0.227
486.0,0.229
487.0,0.230
488.0,0.231
489.0,0.233
490.0,0.234
491.0,0.236
492.0,0.237
493.0,0.239
494.0,0.241
495.0,0.242
496.0,0.243
497.0,0.245
498.0,0.246
499.0,0.248
500.0,0.249
501.0,0.251
502.0,0.252
503.0,0.254
