Summary
[Data Information]
Data is:,Measurement Data
Dataset Name:,RawData
Sample Name:,MD_P_amostra_R1_0-10_25_09_2025_Pt
Sample ID
Option
Analyst
Date/Time:,09/25/2025 04:19:49 PM
Comments
Parameter File Name:,Esfera de Integração.vspm
Report File Name
[Software Information]
Software Name:,LabSolutions UV-Vis
Version:,1.11
[Instrument Information]
Instrument Name:,UV-2600i
Instrument Type:,UV-2600 Series
Model (S/N):,UV-2600i (A12595900700)

Parameter
[Measurement]
Start:,1100 nm
End:,400 nm
Data Interval:,1.0
Scan Speed:,High speed
Spectrum Type:,Absorbance
[Accessories]
Accessories:,None
[Advanced]
Slit Width:,5.0
Detector Unit:,External (2 Detector)
Light Source Switch Wavelength:,323
Detector Switch Wavelength:,830
S/R Switch:,Standard
Stair Correction:,ON
[Repeat]
Repeat Measurement:,OFF
[Post-processing]
Spectrum Transformation:,OFF
Data Processing Table:,OFF
Print:,OFF

Wavelength (nm),Absorbance
400.0,0.137
401.0,0.135
402.0,0.133
403.0,0.132
404.0,0.131
405.0,0.129
406.0,0.128
407.0,0.127
408.0,0.127
409.0,0.127
410.0,0.127
411.0,0.127
412.0,0.127
413.0,0.128
414.0,0.129
415.0,0.130
416.0,0.130
417.0,0.132
418.0,0.133
419.0,0.135
420.0,0.137
421.0,0.139
422.0,0.140
423.0,0.142
424.0,0.144
425.0,0.147
426.0,0.149
427.0,0.152
428.0,0.154
429.0,0.157
430.0,0.160
431.0,0.163
432.0,0.167
433.0,0.170
434.0,0.173
435.0,0.176
436.0,0.180
437.0,0.183
438.0,0.187
439.0,0.191
440.0,0.194
441.0,0.197
442.0,0.201
443.0,0.205
444.0,0.209
445.0,0.213
446.0,0.216
447.0,0.221
448.0,0.224
449.0,0.228
450.0,0.232
451.0,0.236
452.0,0.240
453.0,0.244
454.0,0.248
455.0,0.253
456.0,0.257
457.0,0.261
458.0,0.265
459.0,0.269
460.0,0.273
461.0,0.277
462.0,0.281
463.0,0.285
464.0,0.290
465.0,0.294
466.0,0.298
467.0,0.302
468.0,0.306
469.0,0.310
470.0,0.314
471.0,0.317
472.0,0.321
473.0,0.325
474.0,0.329
475.0,0.333
476.0,0.337
477.0,0.340
478.0,0.344
479.0,0.348
480.0,0.352
481.0,0.356
482.0,0.359
483.0,0.363
484.0,0.366
485.0,0.369
486.0,0.373
487.0,0.377
488.0,0.380
489.0,0.383
490.0,0.386
491.0,0.389
492.0,0.392
493.0,0.396
494.0,0.399
495.0,0.402
496.0,0.405
497.0,0.408
498.0,0.411
499.0,0.414
500.0,0.417
501.0,0.420
502.0,0.423
503.0,0.426
504.0,0.429
505.0,0.432
