Summary
[Data Information]
Data is:,Measurement Data
Dataset Name:,RawData
Sample Name:,MD_Pt_amostra_P2_10-20_26_09_2025_diluida_1_1
Sample ID
Option
Analyst
Date/Time:,09/26/2025 01:01:14 PM
Comments
Parameter File Name:,Esfera de Integração.vspm
Report File Name
[Software Information]
Software Name:,LabSolutions UV-Vis
Version:,1.11
[Instrument Information]
Instrument Name:,UV-2600i
Instrument Type:,UV-2600 Series
Model (S/N):,UV-2600i (A12595900700)

Parameter
[Measurement]
Start:,1100 nm
End:,400 nm
Data Interval:,1.0
Scan Speed:,High speed
Spectrum Type:,Absorbance
[Accessories]
Accessories:,None
[Advanced]
Slit Width:,5.0
Detector Unit:,External (2 Detector)
Light Source Switch Wavelength:,323
Detector Switch Wavelength:,830
S/R Switch:,Standard
Stair Correction:,ON
[Repeat]
Repeat Measurement:,OFF
[Post-processing]
Spectrum Transformation:,OFF
Data Processing Table:,OFF
Print:,OFF

Wavelength (nm),Absorbance
400.0,0.133
401.0,0.130
402.0,0.126
403.0,0.121
404.0,0.118
405.0,0.115
406.0,0.112
407.0,0.109
408.0,0.107
409.0,0.104
410.0,0.103
411.0,0.101
412.0,0.100
413.0,0.098
414.0,0.097
415.0,0.096
416.0,0.096
417.0,0.095
418.0,0.095
419.0,0.094
420.0,0.094
421.0,0.094
422.0,0.094
423.0,0.095
424.0,0.096
425.0,0.097
426.0,0.098
427.0,0.099
428.0,0.100
429.0,0.101
430.0,0.102
431.0,0.104
432.0,0.105
433.0,0.108
434.0,0.110
435.0,0.112
436.0,0.114
437.0,0.116
438.0,0.119
439.0,0.121
440.0,0.124
441.0,0.126
442.0,0.129
443.0,0.131
444.0,0.134
445.0,0.137
446.0,0.140
447.0,0.143
448.0,0.146
449.0,0.149
450.0,0.152
451.0,0.156
452.0,0.158
453.0,0.162
454.0,0.165
455.0,0.168
456.0,0.172
457.0,0.175
458.0,0.178
459.0,0.181
460.0,0.185
461.0,0.188
462.0,0.191
463.0,0.195
464.0,0.198
465.0,0.201
466.0,0.204
467.0,0.207
468.0,0.210
469.0,0.213
470.0,0.216
471.0,0.220
472.0,0.222
473.0,0.225
474.0,0.228
475.0,0.231
476.0,0.234
477.0,0.237
478.0,0.240
479.0,0.242
480.0,0.245
481.0,0.247
482.0,0.250
483.0,0.252
484.0,0.254
485.0,0.257
486.0,0.259
487.0,0.262
488.0,0.263
489.0,0.265
490.0,0.267
491.0,0.269
492.0,0.271
493.0,0.273
494.0,0.275
495.0,0.276
496.0,0.278
497.0,0.280
498.0,0.282
499.0,0.284
500.0,0.285
501.0,0.287
502.0,0.288
503.0,0.290
504.0,0.291
505.0,0.292
506.0,0.294
507.0,0.295
508.0,0.297
509.0,0.298
510.0,0.300
511.0,0.301
512.0,0.302
513.0,0.304
514.0,0.306
515.0,0.307
516.0,0.308
517.0,0.309
518.0,0.310
519.0,0.312
520.0,0.313
521.0,0.314
522.0,0.315
523.0,0.316
524.0,0.318
525.0,0.320
526.0,0.321
527.0,0.322
528.0,0.324
529.0,0.325
530.0,0.326
531.0,0.327
532.0,0.329
533.0,0.330
534.0,0.331
535.0,0.333
536.0,0.334
537.0,0.335
538.0,0.336
539.0,0.337
540.0,0.338
541.0,0.339
542.0,0.341
543.0,0.342
544.0,0.343
545.0,0.344
546.0,0.345
547.0,0.346
548.0,0.347
549.0,0.348
550.0,0.350
551.0,0.350
552.0,0.351
553.0,0.351
554.0,0.352
555.0,0.354
556.0,0.354
557.0,0.355
558.0,0.356
559.0,0.356
560.0,0.357
561.0,0.359
562.0,0.359
563.0,0.360
564.0,0.361
565.0,0.362
566.0,0.362
567.0,0.363
568.0,0.364
569.0,0.365
570.0,0.366
571.0,0.367
572.0,0.368
573.0,0.369
574.0,0.370
575.0,0.370
576.0,0.371
577.0,0.372
578.0,0.373
579.0,0.375
580.0,0.376
581.0,0.377
582.0,0.378
583.0,0.379
584.0,0.380
585.0,0.381
586.0,0.382
587.0,0.384
588.0,0.385
589.0,0.386
590.0,0.388
591.0,0.389
592.0,0.391
593.0,0.392
594.0,0.393
595.0,0.395
596.0,0.396
597.0,0.398
598.0,0.400
599.0,0.401
600.0,0.403
601.0,0.404
602.0,0.406
603.0,0.407
604.0,0.409
605.0,0.410
606.0,0.412
607.0,0.414
608.0,0.416
609.0,0.418
610.0,0.419
611.0,0.421
612.0,0.423
613.0,0.425
614.0,0.428
615.0,0.429
616.0,0.431
617.0,0.433
618.0,0.435
619.0,0.437
620.0,0.439
621.0,0.441
622.0,0.443
623.0,0.445
624.0,0.448
625.0,0.450
626.0,0.452
627.0,0.454
628.0,0.456
629.0,0.459
630.0,0.461
631.0,0.463
632.0,0.465
633.0,0.467
634.0,0.469
635.0,0.472
636.0,0.475
637.0,0.477
638.0,0.479
639.0,0.481
640.0,0.483
641.0,0.485
642.0,0.487
643.0,0.490
644.0,0.493
645.0,0.495
646.0,0.497
647.0,0.500
648.0,0.502
649.0,0.504
650.0,0.506
651.0,0.508
652.0,0.511
653.0,0.514
654.0,0.516
655.0,0.518
656.0,0.521
657.0,0.523
658.0,0.525
659.0,0.527
660.0,0.531
661.0,0.533
662.0,0.535
663.0,0.537
664.0,0.540
665.0,0.543
666.0,0.546
667.0,0.548
668.0,0.550
669.0,0.553
670.0,0.555
671.0,0.558
672.0,0.561
673.0,0.564
674.0,0.565
675.0,0.568
676.0,0.571
677.0,0.573
678.0,0.575
679.0,0.577
680.0,0.580
681.0,0.582
682.0,0.584
683.0,0.586
684.0,0.590
685.0,0.593
686.0,0.595
687.0,0.597
688.0,0.600
689.0,0.602
690.0,0.604
691.0,0.606
692.0,0.608
693.0,0.611
694.0,0.612
695.0,0.615
696.0,0.617
697.0,0.621
698.0,0.623
699.0,0.624
700.0,0.626
701.0,0.628
702.0,0.630
703.0,0.632
704.0,0.633
705.0,0.635
706.0,0.638
707.0,0.640
708.0,0.641
709.0,0.642
710.0,0.643
711.0,0.646
712.0,0.649
713.0,0.651
714.0,0.652
715.0,0.654
716.0,0.656
717.0,0.656
718.0,0.658
719.0,0.661
720.0,0.664
721.0,0.666
722.0,0.667
723.0,0.669
724.0,0.670
725.0,0.671
726.0,0.671
727.0,0.674
728.0,0.676
729.0,0.679
730.0,0.680
731.0,0.683
732.0,0.683
733.0,0.685
734.0,0.687
735.0,0.690
736.0,0.693
737.0,0.694
738.0,0.696
739.0,0.697
740.0,0.700
741.0,0.703
742.0,0.705
743.0,0.707
744.0,0.708
745.0,0.711
746.0,0.713
747.0,0.717
748.0,0.719
749.0,0.723
750.0,0.725
751.0,0.728
752.0,0.731
753.0,0.734
754.0,0.738
755.0,0.742
756.0,0.747
757.0,0.749
758.0,0.752
759.0,0.756
760.0,0.760
761.0,0.765
762.0,0.769
763.0,0.774
764.0,0.777
765.0,0.780
766.0,0.783
767.0,0.787
768.0,0.792
769.0,0.798
770.0,0.803
771.0,0.810
772.0,0.817
773.0,0.822
774.0,0.826
775.0,0.830
776.0,0.836
777.0,0.841
778.0,0.848
779.0,0.853
780.0,0.858
781.0,0.864
782.0,0.871
783.0,0.878
784.0,0.884
785.0,0.891
786.0,0.898
787.0,0.903
788.0,0.909
789.0,0.915
790.0,0.925
791.0,0.930
792.0,0.933
793.0,0.940
794.0,0.947
795.0,0.956
796.0,0.960
797.0,0.968
798.0,0.975
799.0,0.982
800.0,0.990
801.0,0.998
802.0,1.006
803.0,1.012
804.0,1.019
805.0,1.029
806.0,1.038
807.0,1.047
808.0,1.052
809.0,1.059
810.0,1.065
811.0,1.069
812.0,1.071
813.0,1.080
814.0,1.089
815.0,1.100
816.0,1.104
817.0,1.109
818.0,1.116
819.0,1.123
820.0,1.130
821.0,1.134
822.0,1.142
823.0,1.151
824.0,1.157
825.0,1.157
826.0,1.158
827.0,1.164
828.0,1.165
829.0,1.162
830.0,1.162
831.0,1.166
832.0,1.178
833.0,1.179
834.0,1.190
835.0,1.182
836.0,1.191
837.0,1.191
838.0,1.201
839.0,1.205
840.0,1.213
841.0,1.215
842.0,1.213
843.0,1.203
844.0,1.193
845.0,1.189
846.0,1.195
847.0,1.203
848.0,1.217
849.0,1.222
850.0,1.233
851.0,1.247
852.0,1.247
853.0,1.245
854.0,1.223
855.0,1.224
856.0,1.226
857.0,1.232
858.0,1.227
859.0,1.213
860.0,1.219
861.0,1.219
862.0,1.226
863.0,1.210
864.0,1.216
865.0,1.221
866.0,1.224
867.0,1.210
868.0,1.199
869.0,1.198
870.0,1.197
871.0,1.193
872.0,1.179
873.0,1.169
874.0,1.172
875.0,1.172
876.0,1.167
877.0,1.149
878.0,1.135
879.0,1.127
880.0,1.121
881.0,1.111
882.0,1.100
883.0,1.086
884.0,1.072
885.0,1.064
886.0,1.056
887.0,1.054
888.0,1.044
889.0,1.032
890.0,1.017
891.0,1.005
892.0,0.996
893.0,0.983
894.0,0.973
895.0,0.959
896.0,0.951
897.0,0.941
898.0,0.933
899.0,0.922
900.0,0.912
901.0,0.898
902.0,0.884
903.0,0.872
904.0,0.863
905.0,0.855
906.0,0.844
907.0,0.834
908.0,0.823
909.0,0.812
910.0,0.800
911.0,0.789
912.0,0.779
913.0,0.771
914.0,0.763
915.0,0.755
916.0,0.746
917.0,0.736
918.0,0.727
919.0,0.719
920.0,0.712
921.0,0.703
922.0,0.693
923.0,0.685
924.0,0.678
925.0,0.670
926.0,0.662
927.0,0.653
928.0,0.647
929.0,0.639
930.0,0.631
931.0,0.625
932.0,0.618
933.0,0.612
934.0,0.605
935.0,0.598
936.0,0.592
937.0,0.585
938.0,0.577
939.0,0.570
940.0,0.563
941.0,0.556
942.0,0.549
943.0,0.542
944.0,0.535
945.0,0.528
946.0,0.523
947.0,0.516
948.0,0.510
949.0,0.503
950.0,0.497
951.0,0.491
952.0,0.485
953.0,0.479
954.0,0.473
955.0,0.467
956.0,0.461
957.0,0.456
958.0,0.451
959.0,0.446
960.0,0.441
961.0,0.435
962.0,0.429
963.0,0.424
964.0,0.419
965.0,0.414
966.0,0.409
