Summary
[Data Information]
Data is:,Measurement Data
Dataset Name:,RawData
Sample Name:,MD_Pt_amostra_R1_10-20_26_09_2025_diluida_1_1
Sample ID
Option
Analyst
Date/Time:,09/26/2025 12:43:16 PM
Comments
Parameter File Name:,Esfera de Integração.vspm
Report File Name
[Software Information]
Software Name:,LabSolutions UV-Vis
Version:,1.11
[Instrument Information]
Instrument Name:,UV-2600i
Instrument Type:,UV-2600 Series
Model (S/N):,UV-2600i (A12595900700)

Parameter
[Measurement]
Start:,1100 nm
End:,400 nm
Data Interval:,1.0
Scan Speed:,High speed
Spectrum Type:,Absorbance
[Accessories]
Accessories:,None
[Advanced]
Slit Width:,5.0
Detector Unit:,External (2 Detector)
Light Source Switch Wavelength:,323
Detector Switch Wavelength:,830
S/R Switch:,Standard
Stair Correction:,ON
[Repeat]
Repeat Measurement:,OFF
[Post-processing]
Spectrum Transformation:,OFF
Data Processing Table:,OFF
Print:,OFF

Wavelength (nm),Absorbance
400.0,0.137
401.0,0.134
402.0,0.129
403.0,0.125
404.0,0.121
405.0,0.117
406.0,0.114
407.0,0.111
408.0,0.109
409.0,0.106
410.0,0.104
411.0,0.102
412.0,0.101
413.0,0.099
414.0,0.098
415.0,0.097
416.0,0.096
417.0,0.095
418.0,0.095
419.0,0.095
420.0,0.095
421.0,0.094
422.0,0.094
423.0,0.095
424.0,0.095
425.0,0.096
426.0,0.097
427.0,0.098
428.0,0.099
429.0,0.100
430.0,0.101
431.0,0.103
432.0,0.104
433.0,0.106
434.0,0.108
435.0,0.110
436.0,0.112
437.0,0.114
438.0,0.117
439.0,0.119
440.0,0.121
441.0,0.123
442.0,0.126
443.0,0.128
444.0,0.131
445.0,0.134
446.0,0.137
447.0,0.140
448.0,0.142
449.0,0.146
450.0,0.149
451.0,0.151
452.0,0.154
453.0,0.157
454.0,0.161
455.0,0.164
456.0,0.168
457.0,0.171
458.0,0.173
459.0,0.177
460.0,0.180
461.0,0.184
462.0,0.187
463.0,0.190
464.0,0.192
465.0,0.196
466.0,0.199
467.0,0.202
468.0,0.205
469.0,0.208
470.0,0.211
471.0,0.214
472.0,0.217
473.0,0.220
474.0,0.223
475.0,0.226
476.0,0.228
477.0,0.232
478.0,0.234
479.0,0.237
480.0,0.239
481.0,0.242
482.0,0.244
483.0,0.247
484.0,0.249
485.0,0.252
486.0,0.254
487.0,0.256
488.0,0.258
489.0,0.260
490.0,0.262
491.0,0.264
492.0,0.266
493.0,0.268
494.0,0.270
495.0,0.272
496.0,0.273
497.0,0.275
498.0,0.277
499.0,0.279
500.0,0.280
501.0,0.282
502.0,0.283
503.0,0.285
504.0,0.286
505.0,0.288
506.0,0.289
507.0,0.291
508.0,0.292
509.0,0.293
510.0,0.295
511.0,0.296
512.0,0.297
513.0,0.298
514.0,0.300
515.0,0.301
516.0,0.303
517.0,0.304
518.0,0.305
519.0,0.306
520.0,0.307
521.0,0.308
522.0,0.310
523.0,0.311
524.0,0.313
525.0,0.314
526.0,0.316
527.0,0.317
528.0,0.318
529.0,0.319
530.0,0.321
531.0,0.321
