# Energy(eV)    mu(E)
7067.330070    1.106053e+00
7067.601004    1.105573e+00
7067.871960    1.105092e+00
7068.142938    1.104632e+00
7068.413938    1.104725e+00
7068.684959    1.103879e+00
7068.956001    1.103693e+00
7069.222830    1.103329e+00
7069.493916    1.102467e+00
7069.765024    1.102406e+00
7070.036153    1.101974e+00
7070.307304    1.101985e+00
7070.578476    1.101125e+00
7070.849670    1.101122e+00
7071.120886    1.100552e+00
7071.392124    1.100083e+00
7071.659145    1.100062e+00
7071.930425    1.099500e+00
7072.201727    1.099022e+00
7072.473051    1.098139e+00
7072.744397    1.098064e+00
7073.015765    1.098019e+00
7073.287154    1.097468e+00
7073.558565    1.097846e+00
7073.829997    1.096931e+00
7074.097210    1.096539e+00
7074.368685    1.096482e+00
7074.640183    1.095992e+00
7074.911702    1.095468e+00
7075.183243    1.095493e+00
7075.454805    1.094893e+00
7075.726389    1.094410e+00
7075.997995    1.094175e+00
7076.269623    1.093904e+00
7076.537028    1.093439e+00
7076.808699    1.093123e+00
7077.080391    1.092908e+00
7077.352106    1.092560e+00
7077.623842    1.092119e+00
7077.895600    1.092096e+00
7078.167379    1.091306e+00
7078.439181    1.091429e+00
7078.711004    1.090852e+00
7078.978601    1.090215e+00
7079.250467    1.090730e+00
7079.522356    1.089967e+00
7079.794265    1.090000e+00
7080.066197    1.088982e+00
7080.338150    1.088694e+00
7080.610126    1.088481e+00
7080.882122    1.088107e+00
7081.154141    1.088152e+00
7081.421931    1.087653e+00
7081.693993    1.087330e+00
7081.966077    1.086824e+00
7082.238182    1.086767e+00
7082.510310    1.086302e+00
7082.782459    1.085620e+00
7083.054630    1.085777e+00
7083.326822    1.085432e+00
7083.599037    1.084877e+00
7083.867019    1.084878e+00
7084.139277    1.084607e+00
7084.411557    1.084173e+00
7084.683858    1.083668e+00
7084.956182    1.083256e+00
7085.228527    1.083494e+00
7085.500894    1.082960e+00
7085.773282    1.082829e+00
7086.045693    1.082350e+00
7086.313868    1.081678e+00
7086.586322    1.081645e+00
7086.858798    1.081600e+00
7087.131295    1.080950e+00
7087.403815    1.080537e+00
7087.676356    1.080148e+00
7087.948919    1.080533e+00
7088.221504    1.079924e+00
7088.494111    1.079782e+00
7088.762480    1.079496e+00
7089.035130    1.079137e+00
7089.307802    1.079273e+00
7089.580496    1.078773e+00
7089.853211    1.078176e+00
7090.125949    1.078402e+00
7090.398708    1.077949e+00
7090.671490    1.078078e+00
7090.944293    1.077582e+00
7091.212855    1.077212e+00
7091.485702    1.077541e+00
7091.758570    1.077136e+00
7092.031461    1.076887e+00
7092.304373    1.076559e+00
7092.577307    1.076613e+00
7092.850263    1.075904e+00
7093.123241    1.075980e+00
7093.396241    1.075890e+00
7093.664997    1.075764e+00
7093.938040    1.076042e+00
7094.211105    1.075192e+00
7094.484192    1.075667e+00
7094.757301    1.075088e+00
7095.030432    1.074962e+00
7095.303585    1.075111e+00
7095.576760    1.074893e+00
7095.849957    1.074930e+00
7096.118906    1.074740e+00
7096.392146    1.075089e+00
7096.665408    1.074557e+00
7096.938693    1.074743e+00
7097.211999    1.074822e+00
7097.485327    1.074955e+00
7097.758676    1.074408e+00
7098.032048    1.074636e+00
7098.305442    1.074680e+00
7098.574585    1.074746e+00
7098.848023    1.075129e+00
7099.121482    1.075099e+00
7099.394963    1.074861e+00
7099.668467    1.075004e+00
7099.941992    1.075361e+00
7100.215539    1.075675e+00
7100.489108    1.075798e+00
7100.762699    1.075796e+00
7101.032037    1.076302e+00
7101.305671    1.076494e+00
7101.579328    1.076865e+00
7101.853007    1.077191e+00
7102.126707    1.077641e+00
7102.400430    1.078259e+00
7102.674174    1.079010e+00
7102.947941    1.079440e+00
7103.221729    1.079811e+00
7103.491261    1.080979e+00
7103.765094    1.081948e+00
7104.038948    1.082736e+00
7104.312824    1.083564e+00
7104.586722    1.084519e+00
7104.860642    1.086412e+00
7105.134585    1.087324e+00
7105.408549    1.089581e+00
7105.682535    1.091353e+00
7105.952262    1.093446e+00
7106.226292    1.096028e+00
7106.500344    1.099130e+00
7106.774418    1.102404e+00
7107.048514    1.106695e+00
7107.322632    1.112643e+00
7107.596772    1.119093e+00
7107.870934    1.127929e+00
7108.145118    1.140257e+00
7108.415040    1.157274e+00
7108.689267    1.181195e+00
7108.963517    1.212955e+00
7109.237789    1.253820e+00
7109.512083    1.302278e+00
7109.786399    1.353272e+00
7110.060738    1.403222e+00
7110.335098    1.451304e+00
7110.609480    1.497398e+00
7110.879597    1.541009e+00
7111.154023    1.581862e+00
7111.428471    1.620423e+00
7111.702941    1.652465e+00
7111.977433    1.676916e+00
7112.251948    1.693567e+00
7112.526484    1.703212e+00
7112.801043    1.708694e+00
7113.075623    1.711501e+00
7113.345935    1.715042e+00
7113.620559    1.719290e+00
7113.895206    1.723949e+00
7114.169875    1.728858e+00
7114.444565    1.734706e+00
7114.719278    1.742722e+00
7114.994013    1.752520e+00
7115.268770    1.766079e+00
7115.543549    1.785134e+00
7115.814056    1.808133e+00
7116.088879    1.835422e+00
7116.363725    1.867206e+00
7116.638592    1.901771e+00
7116.913481    1.939941e+00
7117.188393    1.980555e+00
7117.463326    2.024808e+00
7117.738282    2.072701e+00
7118.013260    2.124861e+00
7118.283963    2.181179e+00
7118.558985    2.242245e+00
7118.834029    2.307139e+00
7119.109095    2.378696e+00
7119.384183    2.452242e+00
7119.659293    2.529076e+00
7119.934426    2.608567e+00
7120.209581    2.688896e+00
7120.484758    2.767621e+00
7120.755656    2.843869e+00
7121.030877    2.918525e+00
7121.306120    2.987269e+00
7121.581385    3.050874e+00
7121.856673    3.111826e+00
7122.131982    3.168620e+00
7122.407314    3.226971e+00
7122.682668    3.284246e+00
7122.958044    3.346944e+00
7123.229139    3.413159e+00
7123.504559    3.486983e+00
7123.780001    3.566162e+00
7124.055465    3.653050e+00
7124.330952    3.744230e+00
7124.606461    3.832802e+00
7124.881992    3.921942e+00
7125.157545    4.003614e+00
7125.433121    4.078062e+00
7125.704412    4.150808e+00
7125.980031    4.215022e+00
7126.255673    4.276747e+00
7126.531337    4.335684e+00
7126.807023    4.396505e+00
7127.082731    4.452317e+00
7127.358462    4.509426e+00
7127.634215    4.570722e+00
7127.909990    4.629207e+00
7128.181478    4.688753e+00
7128.457297    4.749706e+00
7128.733138    4.807416e+00
7129.009002    4.862275e+00
7129.284888    4.906911e+00
7129.560796    4.953492e+00
7129.836726    4.981527e+00
7130.112679    5.005720e+00
7130.388654    5.012759e+00
7130.660338    5.013066e+00
7130.936357    4.998321e+00
7131.212398    4.971762e+00
7131.488462    4.935773e+00
7131.764548    4.897946e+00
7132.040656    4.849651e+00
7132.316786    4.800855e+00
7132.592939    4.751683e+00
7132.869114    4.702016e+00
7133.140995    4.657958e+00
7133.417214    4.618569e+00
7133.693455    4.581983e+00
7133.969719    4.549137e+00
7134.246005    4.524222e+00
7134.522313    4.503400e+00
7134.798644    4.489586e+00
7135.074997    4.475756e+00
7135.351372    4.466304e+00
7135.623450    4.459749e+00
7135.899870    4.454971e+00
7136.176311    4.449420e+00
7136.452775    4.445505e+00
7136.729262    4.442183e+00
7137.005770    4.436920e+00
7137.282301    4.432559e+00
7137.558855    4.424957e+00
7137.835430    4.418429e+00
7138.107706    4.410454e+00
7138.384326    4.400703e+00
7138.660968    4.388514e+00
7138.937633    4.378210e+00
7139.214320    4.363214e+00
7139.491029    4.347579e+00
7139.767761    4.329167e+00
7140.044515    4.314109e+00
7140.321291    4.298716e+00
7140.593764    4.282569e+00
7140.870585    4.267680e+00
7141.147428    4.253223e+00
7141.424293    4.242185e+00
7141.701181    4.233819e+00
7141.978091    4.226908e+00
7142.255023    4.224032e+00
7142.531978    4.221799e+00
7142.808955    4.222959e+00
7143.081627    4.225195e+00
7143.358648    4.232593e+00
7143.635692    4.239292e+00
7143.912759    4.245499e+00
7144.189847    4.255330e+00
7144.466958    4.264021e+00
7144.744092    4.269237e+00
7145.021248    4.279352e+00
7145.298426    4.284247e+00
7145.571295    4.287617e+00
7145.848518    4.289468e+00
7146.125763    4.289042e+00
7146.403031    4.285570e+00
7146.680321    4.282318e+00
7146.957633    4.280612e+00
7147.234968    4.270818e+00
7147.512325    4.262548e+00
7147.789704    4.250979e+00
7148.062772    4.241223e+00
7148.340196    4.230260e+00
7148.617643    4.218392e+00
7148.895112    4.207193e+00
7149.172603    4.195540e+00
7149.450117    4.183184e+00
7149.727653    4.174464e+00
7150.005212    4.166429e+00
7150.282793    4.157236e+00
7150.556059    4.152369e+00
7150.833684    4.143932e+00
7151.111333    4.136334e+00
7151.389003    4.129471e+00
7151.666696    4.122301e+00
7151.944412    4.116416e+00
7152.222150    4.106337e+00
7152.499910    4.100548e+00
7152.777693    4.090020e+00
7153.051158    4.081731e+00
7153.328985    4.073230e+00
7153.606835    4.064135e+00
7153.884707    4.055565e+00
7154.162602    4.046676e+00
7154.440520    4.036683e+00
7154.718460    4.028182e+00
7154.996422    4.019246e+00
7155.274407    4.012518e+00
7155.548070    4.002162e+00
7155.826100    3.996304e+00
7156.104152    3.988826e+00
7156.382226    3.980650e+00
7156.660323    3.975524e+00
7156.938443    3.967795e+00
7157.216585    3.963451e+00
7157.494749    3.959322e+00
7157.772937    3.955417e+00
7158.046799    3.949161e+00
7158.325031    3.946326e+00
7158.603285    3.943499e+00
7158.881562    3.939302e+00
7159.159861    3.937798e+00
7159.438183    3.936193e+00
7159.716527    3.932952e+00
7159.994894    3.932096e+00
7160.273284    3.928980e+00
7160.547346    3.928096e+00
7160.825780    3.928288e+00
7161.104236    3.926438e+00
7161.382716    3.926347e+00
7161.661218    3.924223e+00
7161.939742    3.925055e+00
7162.218289    3.924156e+00
7162.496859    3.924503e+00
7162.775451    3.924130e+00
7163.049712    3.924880e+00
7163.328349    3.925137e+00
7163.607008    3.926215e+00
7163.885690    3.926843e+00
7164.164395    3.927939e+00
7164.443122    3.931243e+00
7164.721872    3.931444e+00
7165.000644    3.933852e+00
7165.279439    3.936690e+00
7165.553900    3.939550e+00
7165.832740    3.941842e+00
7166.111602    3.944100e+00
7166.390487    3.946609e+00
7166.669395    3.950014e+00
7166.948325    3.952547e+00
7167.227278    3.956736e+00
7167.506253    3.959242e+00
7167.785251    3.963570e+00
7168.059912    3.968337e+00
7168.338955    3.971143e+00
7168.618020    3.975271e+00
7168.897109    3.980523e+00
7169.176219    3.984439e+00
7169.455353    3.987746e+00
7169.734509    3.991647e+00
7170.013687    3.995659e+00
7170.292889    4.000878e+00
7170.567750    4.002991e+00
7170.846996    4.007962e+00
7171.126265    4.011440e+00
7171.405556    4.015428e+00
7171.684870    4.019708e+00
7171.964207    4.023523e+00
7172.243567    4.027805e+00
7172.522949    4.029924e+00
7172.802354    4.034153e+00
7173.077415    4.034466e+00
7173.356865    4.037169e+00
7173.636337    4.035369e+00
7173.915832    4.037686e+00
7174.195350    4.035904e+00
7174.474891    4.035583e+00
7174.754454    4.035678e+00
7175.034040    4.034477e+00
7175.313648    4.033372e+00
7175.588910    4.031540e+00
7175.868563    4.030528e+00
7176.148240    4.030453e+00
7176.427939    4.030145e+00
7176.707660    4.030026e+00
7176.987405    4.029023e+00
7177.267172    4.030859e+00
7177.546961    4.031155e+00
7177.826774    4.034024e+00
7178.102236    4.034487e+00
7178.382094    4.037464e+00
7178.661974    4.041426e+00
7178.941877    4.041462e+00
7179.221803    4.045192e+00
7179.501751    4.048149e+00
7179.781723    4.051434e+00
7180.061716    4.053604e+00
7180.341733    4.056295e+00
7180.617397    4.059281e+00
7180.897458    4.059969e+00
7181.177543    4.065243e+00
7181.457650    4.065983e+00
7181.737780    4.069659e+00
7182.017933    4.070615e+00
7182.298108    4.073473e+00
7182.578307    4.075131e+00
7182.858528    4.078138e+00
7183.134392    4.082133e+00
7183.414659    4.084733e+00
7183.694948    4.086916e+00
7183.975259    4.091132e+00
7184.255594    4.094224e+00
7184.535951    4.097982e+00
7184.816331    4.099521e+00
7185.096734    4.103614e+00
7185.377160    4.107189e+00
7185.653226    4.110795e+00
7185.933697    4.114331e+00
7186.214190    4.117045e+00
7186.494707    4.120138e+00
7186.775246    4.122482e+00
7187.055808    4.127515e+00
7187.336393    4.130353e+00
7187.617000    4.133697e+00
7187.897631    4.138382e+00
7188.173899    4.141191e+00
7188.454574    4.146525e+00
7188.735273    4.148135e+00
7189.015994    4.153206e+00
7189.296738    4.155455e+00
7189.577505    4.159901e+00
7189.858295    4.161851e+00
7190.139108    4.164141e+00
7190.419943    4.167622e+00
7190.696413    4.171578e+00
7190.977294    4.173691e+00
7191.258197    4.174774e+00
7191.539124    4.175699e+00
7191.820073    4.173590e+00
7192.101045    4.175180e+00
7192.382041    4.173765e+00
7192.663058    4.172762e+00
7192.944099    4.170357e+00
7193.220771    4.168151e+00
7193.501857    4.164926e+00
7193.782966    4.160391e+00
7194.064098    4.156819e+00
7194.345253    4.151635e+00
7194.626430    4.146362e+00
7194.907631    4.141283e+00
7195.188854    4.136128e+00
7195.470100    4.129495e+00
7195.746974    4.124292e+00
7196.028266    4.117896e+00
7196.309581    4.110992e+00
7196.590918    4.103511e+00
7196.872278    4.098152e+00
7197.153662    4.090502e+00
7197.435068    4.082139e+00
7197.716497    4.075622e+00
7197.997949    4.068505e+00
7198.275025    4.060104e+00
7198.556523    4.054916e+00
7198.838043    4.045153e+00
7199.119586    4.037210e+00
7199.401153    4.028859e+00
7199.682742    4.021793e+00
7199.964354    4.013737e+00
7200.245989    4.005771e+00
7200.527646    3.995928e+00
7200.804926    3.988198e+00
7201.086629    3.979383e+00
7201.368356    3.971911e+00
7201.650105    3.963853e+00
7201.931877    3.954924e+00
7202.213672    3.946904e+00
7202.495490    3.938755e+00
7202.777331    3.932232e+00
7203.059195    3.924340e+00
7203.336678    3.918633e+00
7203.618587    3.911330e+00
7203.900520    3.904781e+00
7204.182476    3.899553e+00
7204.464454    3.893245e+00
7204.746455    3.889126e+00
7205.028480    3.883716e+00
7205.310527    3.881018e+00
7205.592598    3.877790e+00
7205.870283    3.876033e+00
7206.152399    3.873350e+00
7206.434538    3.873729e+00
7206.716700    3.872549e+00
7206.998885    3.875040e+00
7207.281093    3.876384e+00
7207.563324    3.878565e+00
7207.845578    3.882018e+00
7208.127855    3.886819e+00
7208.405744    3.892849e+00
7208.688067    3.898879e+00
7208.970413    3.905816e+00
7209.252781    3.912897e+00
7209.535173    3.920535e+00
7209.817588    3.930989e+00
7210.100026    3.939030e+00
7210.382486    3.951132e+00
7210.664970    3.961119e+00
7210.943063    3.969562e+00
7211.225592    3.982191e+00
7211.508145    3.995817e+00
7211.790721    4.006450e+00
7212.073319    4.018448e+00
7212.355941    4.031170e+00
7212.638586    4.042847e+00
7212.921254    4.055176e+00
7213.203945    4.067534e+00
7213.482241    4.079677e+00
7213.764978    4.090990e+00
7214.047737    4.101494e+00
7214.330520    4.112927e+00
7214.613326    4.123190e+00
7214.896155    4.134426e+00
7215.179007    4.144128e+00
7215.461882    4.152978e+00
7215.744780    4.162397e+00
7216.023281    4.169186e+00
7216.306225    4.177171e+00
7216.589192    4.184912e+00
7216.872182    4.191474e+00
7217.155195    4.196430e+00
7217.438231    4.200539e+00
7217.721291    4.204383e+00
7218.004374    4.208642e+00
7218.287479    4.210648e+00
7218.566184    4.214013e+00
7218.849335    4.215218e+00
7219.132510    4.216763e+00
7219.415708    4.215364e+00
7219.698929    4.212337e+00
7219.982173    4.212744e+00
7220.265440    4.208035e+00
7220.548730    4.206463e+00
7220.832044    4.201815e+00
7221.110953    4.198639e+00
7221.394312    4.191834e+00
7221.677695    4.189486e+00
7221.961100    4.180785e+00
7222.244529    4.173450e+00
7222.527981    4.165973e+00
7222.811456    4.157877e+00
7223.094954    4.151723e+00
7223.378475    4.141890e+00
7223.657589    4.132877e+00
7223.941157    4.122428e+00
7224.224747    4.115040e+00
7224.508361    4.104616e+00
7224.791997    4.095588e+00
7225.075657    4.086413e+00
7225.359341    4.074986e+00
7225.643047    4.066820e+00
7225.926776    4.056424e+00
7226.206095    4.044316e+00
7226.489871    4.035060e+00
7226.773670    4.025527e+00
7227.057492    4.014305e+00
7227.341337    4.001992e+00
7227.625205    3.992264e+00
7227.909097    3.982358e+00
7228.193011    3.971064e+00
7228.476949    3.960858e+00
7228.756473    3.952171e+00
7229.040457    3.939759e+00
7229.324464    3.930253e+00
7229.608495    3.921181e+00
7229.892548    3.909261e+00
7230.176625    3.901296e+00
7230.460725    3.891283e+00
7230.744849    3.882637e+00
7231.028995    3.872618e+00
7231.308725    3.864371e+00
7231.592917    3.855286e+00
7231.877133    3.846915e+00
7232.161373    3.840096e+00
7232.445635    3.832651e+00
7232.729921    3.825553e+00
7233.014229    3.818324e+00
7233.298562    3.811553e+00
7233.582917    3.807160e+00
7233.862852    3.800867e+00
7234.147254    3.796221e+00
7234.431679    3.790599e+00
7234.716127    3.785467e+00
7235.000598    3.782341e+00
7235.285093    3.777772e+00
7235.569611    3.775091e+00
7235.854152    3.772706e+00
7236.138716    3.767690e+00
7236.418857    3.767259e+00
7236.703468    3.764036e+00
7236.988102    3.762526e+00
7237.272759    3.759961e+00
7237.557440    3.755876e+00
7237.842144    3.755493e+00
7238.126871    3.754226e+00
7238.411621    3.756046e+00
7238.696395    3.753057e+00
7238.976742    3.752805e+00
7239.261562    3.751302e+00
7239.546406    3.753863e+00
7239.831272    3.753265e+00
7240.116162    3.754544e+00
7240.401076    3.754555e+00
7240.686012    3.755769e+00
7240.970972    3.755194e+00
7241.255956    3.757140e+00
7241.536509    3.758355e+00
7241.821539    3.759356e+00
7242.106592    3.760595e+00
7242.391668    3.761947e+00
7242.676768    3.765073e+00
7242.961891    3.764671e+00
7243.247037    3.766773e+00
7243.532207    3.769012e+00
7243.817400    3.770307e+00
7244.098160    3.771915e+00
7244.383399    3.771823e+00
7244.668662    3.774721e+00
7244.953948    3.775286e+00
7245.239258    3.776938e+00
7245.524591    3.778841e+00
7245.809947    3.778571e+00
7246.095327    3.779798e+00
7246.380730    3.779671e+00
7246.661697    3.779830e+00
7246.947146    3.780976e+00
7247.232619    3.782216e+00
7247.518115    3.781138e+00
7247.803635    3.782150e+00
7248.089178    3.781727e+00
7248.374745    3.780518e+00
7248.660335    3.780897e+00
7248.945948    3.779531e+00
7249.227121    3.778281e+00
7249.512781    3.776718e+00
7249.798464    3.776180e+00
7250.084171    3.775268e+00
7250.369901    3.773922e+00
7250.655655    3.772740e+00
7250.941432    3.771023e+00
7251.227232    3.770162e+00
7251.513056    3.767235e+00
7251.794436    3.766458e+00
7252.080307    3.766472e+00
7252.366200    3.763869e+00
7252.652118    3.763181e+00
7252.938058    3.762736e+00
7253.224022    3.761391e+00
7253.510010    3.761313e+00
7253.796021    3.760244e+00
7254.082055    3.760914e+00
7254.363643    3.761024e+00
7254.649725    3.762151e+00
7254.935829    3.763393e+00
7255.221957    3.762834e+00
7255.508108    3.763775e+00
7255.794283    3.765049e+00
7256.080482    3.768357e+00
7256.366704    3.769942e+00
7256.652949    3.772205e+00
7256.934745    3.775958e+00
7257.221037    3.776163e+00
7257.507352    3.779564e+00
7257.793691    3.781163e+00
7258.080054    3.786280e+00
7258.366440    3.788835e+00
7258.652849    3.790685e+00
7258.939282    3.795414e+00
7259.225739    3.797179e+00
7259.507742    3.801723e+00
7259.794246    3.804365e+00
7260.080772    3.807535e+00
7260.367323    3.809510e+00
7260.653896    3.813043e+00
7260.940494    3.815198e+00
7261.227114    3.817933e+00
7261.513759    3.821443e+00
7261.800427    3.823459e+00
7262.082638    3.826009e+00
7262.369353    3.830074e+00
7262.656091    3.833858e+00
7262.942853    3.835988e+00
7263.229638    3.836979e+00
7263.516447    3.837933e+00
7263.803279    3.838790e+00
7264.090135    3.841036e+00
7264.377015    3.842367e+00
7264.659435    3.845320e+00
7264.946361    3.847455e+00
7265.233311    3.848981e+00
7265.520284    3.849556e+00
7265.807281    3.852286e+00
7266.094302    3.855012e+00
7266.381346    3.856717e+00
7266.668414    3.858922e+00
7266.955505    3.861184e+00
7267.238134    3.865129e+00
7267.525272    3.868272e+00
7267.812434    3.870506e+00
7268.099619    3.872767e+00
7268.386828    3.875961e+00
7268.674060    3.878232e+00
7268.961317    3.881048e+00
7269.248596    3.883538e+00
7269.535900    3.887133e+00
7269.818737    3.890392e+00
7270.106087    3.893409e+00
7270.393461    3.895970e+00
7270.680859    3.900352e+00
7270.968280    3.900777e+00
7271.255725    3.905091e+00
7271.543193    3.906320e+00
7271.830685    3.909104e+00
7272.118201    3.911894e+00
7272.401247    3.912613e+00
7272.688810    3.915336e+00
7272.976396    3.917170e+00
7273.264006    3.918979e+00
7273.551640    3.919350e+00
7273.839297    3.922091e+00
7274.126978    3.922258e+00
7274.414682    3.922773e+00
7274.702411    3.923201e+00
7274.985666    3.924787e+00
7275.273441    3.925245e+00
7275.561240    3.926009e+00
7275.849063    3.927609e+00
7276.136909    3.927796e+00
7276.424779    3.929190e+00
7276.712673    3.930899e+00
7277.000590    3.929726e+00
7277.288531    3.932003e+00
7277.571996    3.933313e+00
7277.859984    3.933785e+00
7278.147996    3.934321e+00
7278.436031    3.936467e+00
7278.724090    3.937919e+00
7279.012173    3.938927e+00
7279.300280    3.940058e+00
7279.588410    3.939984e+00
7279.876564    3.942633e+00
7280.160239    3.944173e+00
7280.448440    3.943949e+00
7280.736665    3.948613e+00
7281.024913    3.945618e+00
7281.313185    3.947272e+00
7281.601481    3.949159e+00
7281.889801    3.950717e+00
7282.178145    3.951669e+00
7282.466512    3.952593e+00
7282.750396    3.953008e+00
7283.038811    3.956145e+00
7283.327249    3.955895e+00
7283.615711    3.954280e+00
7283.904196    3.957191e+00
7284.192706    3.957260e+00
7284.481239    3.957901e+00
7284.769796    3.959179e+00
7285.058376    3.957428e+00
7285.342471    3.957710e+00
7285.631099    3.957240e+00
7285.919751    3.955816e+00
7286.208426    3.956257e+00
7286.497125    3.955070e+00
7286.785848    3.952566e+00
7287.074595    3.951417e+00
7287.363366    3.950815e+00
7287.652160    3.946103e+00
7287.936465    3.944755e+00
7288.225307    3.942282e+00
7288.514172    3.937794e+00
7288.803062    3.935429e+00
7289.091975    3.930111e+00
7289.380911    3.926393e+00
7289.669872    3.922142e+00
7289.958857    3.916380e+00
7290.247865    3.910694e+00
7290.532381    3.905521e+00
7290.821436    3.899628e+00
7291.110516    3.893217e+00
7291.399619    3.887996e+00
7291.688746    3.882479e+00
7291.977897    3.876377e+00
7292.267072    3.869172e+00
7292.556270    3.861416e+00
7292.845493    3.854339e+00
7293.130220    3.848414e+00
7293.419489    3.841264e+00
7293.708783    3.836015e+00
7293.998101    3.829257e+00
7294.287442    3.821461e+00
7294.576807    3.815615e+00
7294.866196    3.808620e+00
7295.155609    3.803148e+00
7295.445046    3.796480e+00
7295.729984    3.788466e+00
7296.019468    3.783816e+00
7296.308976    3.778099e+00
7296.598508    3.772418e+00
7296.888064    3.767552e+00
7297.177644    3.759616e+00
7297.467248    3.756278e+00
7297.756875    3.749867e+00
7298.046527    3.746179e+00
7298.331676    3.739692e+00
7298.621375    3.735474e+00
7298.911098    3.730101e+00
7299.200845    3.725167e+00
7299.490615    3.720670e+00
7299.780410    3.716802e+00
7300.070228    3.711647e+00
7300.360071    3.707211e+00
7300.649937    3.702477e+00
7300.935298    3.697200e+00
7301.225212    3.694343e+00
7301.515150    3.689825e+00
7301.805111    3.685221e+00
7302.095097    3.682691e+00
7302.385107    3.677677e+00
7302.675140    3.675797e+00
7302.965198    3.671211e+00
7303.255279    3.665214e+00
7303.540852    3.664637e+00
7303.830981    3.660557e+00
7304.121134    3.659229e+00
7304.411310    3.654899e+00
7304.701511    3.651754e+00
7304.991736    3.649680e+00
7305.281985    3.647149e+00
7305.572258    3.645253e+00
7305.862555    3.642692e+00
7306.148339    3.640106e+00
7306.438684    3.639315e+00
7306.729052    3.637704e+00
7307.019444    3.635956e+00
7307.309861    3.635187e+00
7307.600301    3.631783e+00
7307.890766    3.631058e+00
7308.181254    3.630586e+00
7308.471766    3.629923e+00
7308.757763    3.628481e+00
7309.048323    3.628212e+00
7309.338907    3.625282e+00
7309.629515    3.625427e+00
7309.920147    3.623403e+00
7310.210804    3.624674e+00
7310.501484    3.624831e+00
7310.792188    3.624221e+00
7311.082916    3.622832e+00
7311.369125    3.621319e+00
7311.659901    3.621377e+00
7311.950701    3.620542e+00
7312.241525    3.620309e+00
7312.532373    3.619060e+00
7312.823245    3.618050e+00
7313.114141    3.618134e+00
7313.405062    3.618149e+00
7313.696006    3.616922e+00
7313.982428    3.615801e+00
7314.273420    3.614847e+00
7314.564436    3.614006e+00
7314.855476    3.613241e+00
7315.146540    3.612669e+00
7315.437629    3.611201e+00
7315.728741    3.611877e+00
7316.019877    3.609440e+00
7316.311038    3.608854e+00
7316.597673    3.608173e+00
7316.888881    3.608025e+00
7317.180114    3.608606e+00
7317.471370    3.607276e+00
7317.762651    3.606730e+00
7318.053956    3.606741e+00
7318.345284    3.605002e+00
7318.636637    3.605804e+00
7318.928014    3.605942e+00
7319.214862    3.604762e+00
7319.506287    3.604863e+00
7319.797736    3.604558e+00
7320.089210    3.604457e+00
7320.380707    3.605027e+00
7320.672228    3.604741e+00
7320.963774    3.605088e+00
7321.255344    3.605125e+00
7321.546938    3.603841e+00
7321.833999    3.605107e+00
7322.125641    3.604414e+00
7322.417307    3.603737e+00
7322.708997    3.603583e+00
7323.000711    3.605423e+00
7323.292449    3.604163e+00
7323.584212    3.604541e+00
7323.875999    3.604813e+00
7324.167809    3.603738e+00
7324.455084    3.603960e+00
7324.746943    3.603840e+00
7325.038826    3.603954e+00
7325.330733    3.602556e+00
7325.622665    3.602652e+00
7325.914620    3.603930e+00
7326.206600    3.604799e+00
7326.498604    3.602231e+00
7326.790632    3.603836e+00
7327.078121    3.603054e+00
7327.370197    3.602212e+00
7327.662297    3.601933e+00
7327.954422    3.602604e+00
7328.246571    3.600582e+00
7328.538744    3.600348e+00
7328.830941    3.600059e+00
7329.123162    3.599938e+00
7329.415408    3.597291e+00
7329.703111    3.597568e+00
7329.995404    3.597381e+00
7330.287722    3.594734e+00
7330.580064    3.594095e+00
7330.872431    3.592786e+00
7331.164821    3.590965e+00
7331.457236    3.590189e+00
7331.749675    3.589009e+00
7332.042139    3.588104e+00
7332.330056    3.586057e+00
7332.622567    3.584698e+00
7332.915103    3.583137e+00
7333.207663    3.582871e+00
7333.500247    3.580375e+00
7333.792856    3.580610e+00
7334.085488    3.579056e+00
7334.378145    3.576885e+00
7334.670827    3.576640e+00
7334.958959    3.574386e+00
7335.251688    3.574470e+00
7335.544442    3.573199e+00
7335.837220    3.571654e+00
7336.130022    3.569892e+00
7336.422849    3.569285e+00
7336.715700    3.569456e+00
7337.008575    3.568469e+00
7337.301474    3.567771e+00
7337.589821    3.568133e+00
7337.882769    3.566514e+00
7338.175741    3.567069e+00
7338.468737    3.566623e+00
7338.761758    3.565961e+00
7339.054803    3.567288e+00
7339.347872    3.568645e+00
7339.640966    3.566912e+00
7339.934084    3.568561e+00
7340.222645    3.568067e+00
7340.515812    3.568192e+00
7340.809002    3.570870e+00
7341.102217    3.571400e+00
7341.395456    3.573282e+00
7341.688720    3.573341e+00
7341.982008    3.575347e+00
7342.275320    3.577735e+00
7342.568657    3.578049e+00
7342.857434    3.580228e+00
7343.150819    3.581735e+00
7343.444228    3.583365e+00
7343.737662    3.584826e+00
7344.031120    3.586658e+00
7344.324602    3.589228e+00
7344.618109    3.590456e+00
7344.911640    3.592770e+00
7345.205196    3.594113e+00
7345.494188    3.595726e+00
7345.787792    3.598319e+00
7346.081421    3.599697e+00
7346.375073    3.601833e+00
7346.668750    3.601714e+00
7346.962452    3.603162e+00
7347.256178    3.605269e+00
7347.549928    3.607625e+00
7347.843703    3.608322e+00
7348.132911    3.609989e+00
