Summary
[Data Information]
Data is:,Measurement Data
537.0,0.759
538.0,0.757
539.0,0.755
540.0,0.754
541.0,0.752
542.0,0.750
543.0,0.748
544.0,0.747
545.0,0.745
546.0,0.743
547.0,0.741
548.0,0.740
549.0,0.738
550.0,0.736
551.0,0.734
552.0,0.732
553.0,0.730
554.0,0.728
555.0,0.727
556.0,0.725
557.0,0.723
558.0,0.721
559.0,0.719
560.0,0.718
561.0,0.716
562.0,0.714
563.0,0.712
564.0,0.711
565.0,0.709
566.0,0.707
567.0,0.705
568.0,0.703
569.0,0.701
570.0,0.699
571.0,0.698
572.0,0.696
573.0,0.695
574.0,0.693
575.0,0.691
576.0,0.689
577.0,0.688
578.0,0.687
579.0,0.685
580.0,0.684
581.0,0.682
582.0,0.681
583.0,0.679
584.0,0.678
585.0,0.676
586.0,0.675
587.0,0.674
588.0,0.673
589.0,0.672
590.0,0.670
591.0,0.669
592.0,0.668
593.0,0.667
594.0,0.666
595.0,0.665
596.0,0.664
597.0,0.663
598.0,0.661
599.0,0.660
600.0,0.659
601.0,0.658
602.0,0.657
603.0,0.656
604.0,0.655
605.0,0.654
606.0,0.653
607.0,0.652
608.0,0.652
609.0,0.650
610.0,0.649
611.0,0.648
612.0,0.648
613.0,0.646
614.0,0.646
615.0,0.644
616.0,0.644
617.0,0.642
618.0,0.641
619.0,0.641
620.0,0.640
621.0,0.639
622.0,0.638
623.0,0.637
624.0,0.636
625.0,0.636
626.0,0.635
627.0,0.635
628.0,0.634
629.0,0.632
630.0,0.632
631.0,0.631
632.0,0.631
633.0,0.630
634.0,0.630
635.0,0.629
636.0,0.628
637.0,0.628
638.0,0.627
639.0,0.626
640.0,0.626
641.0,0.625
642.0,0.625
643.0,0.624
644.0,0.624
645.0,0.623
646.0,0.623
647.0,0.623
648.0,0.622
649.0,0.622
650.0,0.621
651.0,0.621
652.0,0.621
653.0,0.621
654.0,0.621
655.0,0.620
656.0,0.621
657.0,0.621
658.0,0.620
659.0,0.620
660.0,0.620
661.0,0.620
662.0,0.620
663.0,0.620
664.0,0.621
665.0,0.621
666.0,0.620
667.0,0.620
668.0,0.620
669.0,0.620
670.0,0.621
671.0,0.621
672.0,0.621
673.0,0.621
674.0,0.622
675.0,0.621
676.0,0.622
677.0,0.622
678.0,0.622
679.0,0.622
680.0,0.622
681.0,0.623
682.0,0.623
683.0,0.623
684.0,0.623
685.0,0.623
686.0,0.623
687.0,0.623
688.0,0.623
689.0,0.624
690.0,0.624
691.0,0.624
692.0,0.624
693.0,0.624
694.0,0.624
695.0,0.623
696.0,0.623
697.0,0.624
698.0,0.624
699.0,0.623
700.0,0.623
701.0,0.623
702.0,0.623
703.0,0.623
704.0,0.622
705.0,0.622
706.0,0.622
707.0,0.621
708.0,0.620
709.0,0.620
710.0,0.619
711.0,0.618
712.0,0.617
713.0,0.617
714.0,0.616
715.0,0.616
716.0,0.614
717.0,0.614
718.0,0.612
719.0,0.611
720.0,0.610
721.0,0.609
722.0,0.608
723.0,0.607
724.0,0.606
725.0,0.604
726.0,0.603
727.0,0.603
728.0,0.602
729.0,0.601
730.0,0.600
731.0,0.598
732.0,0.597
733.0,0.595
734.0,0.594
735.0,0.594
736.0,0.593
737.0,0.592
738.0,0.590
739.0,0.589
740.0,0.588
741.0,0.587
742.0,0.585
743.0,0.584
744.0,0.584
745.0,0.582
746.0,0.581
747.0,0.580
748.0,0.580
749.0,0.578
750.0,0.577
751.0,0.576
752.0,0.576
753.0,0.575
754.0,0.575
755.0,0.574
756.0,0.573
757.0,0.573
758.0,0.573
759.0,0.573
760.0,0.573
761.0,0.572
762.0,0.571
763.0,0.570
764.0,0.570
765.0,0.570
766.0,0.570
767.0,0.570
768.0,0.570
769.0,0.570
770.0,0.570
771.0,0.571
772.0,0.571
773.0,0.572
774.0,0.573
775.0,0.573
776.0,0.574
777.0,0.574
778.0,0.576
779.0,0.576
780.0,0.578
781.0,0.578
782.0,0.579
783.0,0.580
784.0,0.582
785.0,0.583
786.0,0.584
787.0,0.584
788.0,0.585
789.0,0.587
790.0,0.588
791.0,0.590
792.0,0.590
793.0,0.592
794.0,0.593
795.0,0.596
796.0,0.598
797.0,0.600
798.0,0.602
799.0,0.603
800.0,0.605
801.0,0.606
802.0,0.608
803.0,0.610
804.0,0.612
805.0,0.614
806.0,0.617
807.0,0.619
808.0,0.622
809.0,0.623
810.0,0.625
811.0,0.627
812.0,0.630
813.0,0.632
814.0,0.634
815.0,0.636
816.0,0.637
817.0,0.640
818.0,0.642
819.0,0.645
820.0,0.647
821.0,0.651
822.0,0.653
823.0,0.655
824.0,0.656
825.0,0.658
826.0,0.660
827.0,0.662
828.0,0.664
829.0,0.668
830.0,0.671
831.0,0.673
832.0,0.674
833.0,0.676
834.0,0.678
835.0,0.679
836.0,0.682
837.0,0.684
838.0,0.687
839.0,0.687
840.0,0.688
841.0,0.688
842.0,0.690
843.0,0.691
844.0,0.693
845.0,0.694
846.0,0.697
847.0,0.699
848.0,0.699
849.0,0.699
850.0,0.702
851.0,0.705
852.0,0.707
853.0,0.707
854.0,0.704
855.0,0.704
856.0,0.705
857.0,0.707
858.0,0.708
859.0,0.707
860.0,0.707
861.0,0.708
862.0,0.709
863.0,0.709
864.0,0.708
865.0,0.707
866.0,0.706
867.0,0.704
868.0,0.704
869.0,0.702
870.0,0.704
871.0,0.703
872.0,0.703
873.0,0.701
874.0,0.699
875.0,0.697
876.0,0.697
877.0,0.695
878.0,0.694
879.0,0.693
880.0,0.692
881.0,0.689
882.0,0.686
883.0,0.684
884.0,0.681
885.0,0.679
886.0,0.676
887.0,0.674
888.0,0.672
889.0,0.670
890.0,0.667
891.0,0.665
892.0,0.662
893.0,0.659
894.0,0.655
895.0,0.652
896.0,0.649
897.0,0.645
898.0,0.642
899.0,0.639
900.0,0.635
901.0,0.632
902.0,0.628
903.0,0.624
904.0,0.620
905.0,0.616
906.0,0.612
907.0,0.608
908.0,0.604
909.0,0.599
910.0,0.595
911.0,0.590
912.0,0.585
913.0,0.580
914.0,0.576
915.0,0.572
916.0,0.567
917.0,0.562
918.0,0.557
919.0,0.552
920.0,0.547
921.0,0.542
922.0,0.536
923.0,0.531
924.0,0.526
925.0,0.521
926.0,0.515
927.0,0.510
928.0,0.504
929.0,0.499
930.0,0.494
931.0,0.489
932.0,0.483
933.0,0.478
934.0,0.473
935.0,0.467
936.0,0.462
937.0,0.456
938.0,0.450
939.0,0.445
940.0,0.440
941.0,0.435
942.0,0.429
943.0,0.424
944.0,0.418
945.0,0.413
946.0,0.407
947.0,0.403
948.0,0.398
949.0,0.393
950.0,0.388
951.0,0.383
952.0,0.379
953.0,0.373
954.0,0.369
955.0,0.364
956.0,0.360
957.0,0.355
958.0,0.351
959.0,0.346
960.0,0.342
961.0,0.338
962.0,0.333
963.0,0.329
964.0,0.324
965.0,0.321
966.0,0.317
967.0,0.313
968.0,0.309
969.0,0.305
970.0,0.301
971.0,0.298
972.0,0.294
973.0,0.291
974.0,0.287
975.0,0.284
976.0,0.280
977.0,0.277
978.0,0.274
979.0,0.271
980.0,0.267
981.0,0.264
982.0,0.261
983.0,0.258
984.0,0.256
985.0,0.253
986.0,0.250
987.0,0.248
988.0,0.245
989.0,0.242
990.0,0.240
991.0,0.237
992.0,0.235
993.0,0.232
994.0,0.230
995.0,0.227
996.0,0.225
997.0,0.223
998.0,0.221
999.0,0.219
1000.0,0.217
1001.0,0.214
1002.0,0.212
1003.0,0.211
1004.0,0.209
1005.0,0.207
1006.0,0.205
1007.0,0.203
1008.0,0.201
1009.0,0.199
1010.0,0.198
1011.0,0.196
1012.0,0.194
1013.0,0.192
1014.0,0.191
1015.0,0.189
1016.0,0.188
1017.0,0.186
1018.0,0.185
1019.0,0.183
1020.0,0.182
1021.0,0.180
1022.0,0.179
1023.0,0.177
1024.0,0.176
1025.0,0.175
1026.0,0.173
1027.0,0.172
1028.0,0.171
1029.0,0.169
1030.0,0.168
1031.0,0.167
1032.0,0.166
1033.0,0.164
1034.0,0.163
1035.0,0.162
1036.0,0.161
1037.0,0.160
1038.0,0.159
1039.0,0.158
1040.0,0.157
1041.0,0.156
1042.0,0.155
1043.0,0.154
1044.0,0.153
1045.0,0.152
1046.0,0.151
1047.0,0.150
1048.0,0.149
1049.0,0.148
1050.0,0.147
1051.0,0.146
1052.0,0.145
1053.0,0.144
1054.0,0.143
1055.0,0.142
1056.0,0.142
1057.0,0.141
1058.0,0.140
1059.0,0.139
1060.0,0.138
1061.0,0.138
1062.0,0.137
1063.0,0.136
1064.0,0.136
1065.0,0.135
1066.0,0.134
1067.0,0.134
1068.0,0.133
1069.0,0.132
1070.0,0.131
1071.0,0.131
1072.0,0.130
1073.0,0.129
1074.0,0.129
1075.0,0.128
1076.0,0.127
1077.0,0.127
1078.0,0.126
1079.0,0.126
1080.0,0.125
1081.0,0.125
1082.0,0.124
1083.0,0.124
1084.0,0.123
1085.0,0.123
1086.0,0.122
1087.0,0.122
1088.0,0.121
1089.0,0.120
1090.0,0.120
1091.0,0.120
1092.0,0.119
1093.0,0.119
1094.0,0.118
1095.0,0.118
1096.0,0.117
1097.0,0.116
1098.0,0.116
1099.0,0.116
1100.0,0.115
